"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.329","modelo_svm - sigmoid",0.93939,0.06061,0.96907,0.91089,0.93162,0.95062,"detalle_1",1,1,"moviles212"
"resumen_metricas1201","modelo_svm - linear",0.97222,0.02778,0.97087,0.95506,0.96552,0.99145,"detalle_1",1,2,"moviles212"
"resumen_metricas.11201","modelo_svm - polynomial",0.81566,0.18434,0.87379,0.83146,0.83908,0.73504,"detalle_1",1,2,"moviles212"
"resumen_metricas.2120","modelo_svm - radial",0.90404,0.09596,0.93204,0.8764,0.87356,0.92308,"detalle_1",1,2,"moviles212"
"resumen_metricas.3120","modelo_svm - sigmoid",0.93434,0.06566,0.98058,0.94382,0.89655,0.91453,"detalle_1",1,2,"moviles212"
"resumen_metricas2101","modelo_svm - linear",0.9697,0.0303,0.98913,0.98077,0.94565,0.96296,"detalle_1",1,3,"moviles212"
"resumen_metricas.12101","modelo_svm - polynomial",0.83081,0.16919,0.88043,0.82692,0.80435,0.81481,"detalle_1",1,3,"moviles212"
"resumen_metricas.2210","modelo_svm - radial",0.90657,0.09343,0.94565,0.91346,0.8587,0.90741,"detalle_1",1,3,"moviles212"
"resumen_metricas.3210","modelo_svm - sigmoid",0.92172,0.07828,0.93478,0.93269,0.8587,0.9537,"detalle_1",1,3,"moviles212"
"resumen_metricas371","modelo_svm - linear",0.94949,0.05051,0.97222,0.91429,0.92941,0.97959,"detalle_1",1,4,"moviles212"
"resumen_metricas.1371","modelo_svm - polynomial",0.78283,0.21717,0.75926,0.75238,0.89412,0.7449,"detalle_1",1,4,"moviles212"
"resumen_metricas.237","modelo_svm - radial",0.92172,0.07828,0.92593,0.90476,0.91765,0.93878,"detalle_1",1,4,"moviles212"
"resumen_metricas.337","modelo_svm - sigmoid",0.92424,0.07576,0.9537,0.89524,0.89412,0.94898,"detalle_1",1,4,"moviles212"
"resumen_metricas471","modelo_svm - linear",0.95707,0.04293,0.96875,0.92708,0.93913,1,"detalle_1",1,5,"moviles212"
"resumen_metricas.1471","modelo_svm - polynomial",0.81313,0.18687,0.83333,0.83333,0.76522,0.83146,"detalle_1",1,5,"moviles212"
"resumen_metricas.247","modelo_svm - radial",0.86869,0.13131,0.94792,0.85417,0.7913,0.89888,"detalle_1",1,5,"moviles212"
"resumen_metricas.347","modelo_svm - sigmoid",0.91414,0.08586,0.96875,0.88542,0.82609,1,"detalle_1",1,5,"moviles212"
"resumen_metricas571","modelo_svm - linear",0.95455,0.04545,0.9798,0.92708,0.92308,0.98969,"detalle_1",2,1,"moviles212"
"resumen_metricas.1571","modelo_svm - polynomial",0.81061,0.18939,0.85859,0.80208,0.76923,0.81443,"detalle_1",2,1,"moviles212"
"resumen_metricas.257","modelo_svm - radial",0.90404,0.09596,0.94949,0.85417,0.875,0.93814,"detalle_1",2,1,"moviles212"
"resumen_metricas.357","modelo_svm - sigmoid",0.94444,0.05556,0.9798,0.92708,0.88462,0.98969,"detalle_1",2,1,"moviles212"
"resumen_metricas671","modelo_svm - linear",0.96717,0.03283,1,0.9697,0.92233,0.98095,"detalle_1",2,2,"moviles212"
"resumen_metricas.1671","modelo_svm - polynomial",0.81313,0.18687,0.80899,0.87879,0.80583,0.7619,"detalle_1",2,2,"moviles212"
"resumen_metricas.267","modelo_svm - radial",0.91667,0.08333,0.94382,0.92929,0.86408,0.93333,"detalle_1",2,2,"moviles212"
"resumen_metricas.367","modelo_svm - sigmoid",0.93434,0.06566,0.97753,0.91919,0.91262,0.93333,"detalle_1",2,2,"moviles212"
"resumen_metricas771","modelo_svm - linear",0.95202,0.04798,0.97826,0.9375,0.91489,0.97959,"detalle_1",2,3,"moviles212"
"resumen_metricas.1771","modelo_svm - polynomial",0.82576,0.17424,0.88043,0.75,0.90426,0.78571,"detalle_1",2,3,"moviles212"
"resumen_metricas.277","modelo_svm - radial",0.90657,0.09343,0.93478,0.91071,0.82979,0.94898,"detalle_1",2,3,"moviles212"
"resumen_metricas.377","modelo_svm - sigmoid",0.94192,0.05808,0.95652,0.95536,0.89362,0.95918,"detalle_1",2,3,"moviles212"
"resumen_metricas871","modelo_svm - linear",0.96717,0.03283,0.97196,0.96262,0.95699,0.97753,"detalle_1",2,4,"moviles212"
"resumen_metricas.1871","modelo_svm - polynomial",0.82323,0.17677,0.84112,0.82243,0.84946,0.77528,"detalle_1",2,4,"moviles212"
"resumen_metricas.287","modelo_svm - radial",0.91414,0.08586,0.95327,0.8972,0.89247,0.91011,"detalle_1",2,4,"moviles212"
"resumen_metricas.387","modelo_svm - sigmoid",0.94444,0.05556,0.95327,0.96262,0.92473,0.93258,"detalle_1",2,4,"moviles212"
"resumen_metricas971","modelo_svm - linear",0.9596,0.0404,0.97248,0.92593,0.95098,0.98077,"detalle_1",2,5,"moviles212"
"resumen_metricas.1971","modelo_svm - polynomial",0.80808,0.19192,0.78899,0.83951,0.82353,0.78846,"detalle_1",2,5,"moviles212"
"resumen_metricas.297","modelo_svm - radial",0.89899,0.10101,0.91743,0.8642,0.86275,0.94231,"detalle_1",2,5,"moviles212"
"resumen_metricas.397","modelo_svm - sigmoid",0.90152,0.09848,0.95413,0.8642,0.88235,0.89423,"detalle_1",2,5,"moviles212"
"resumen_metricas1071","modelo_svm - linear",0.97222,0.02778,0.9902,0.93069,0.98824,0.98148,"detalle_1",3,1,"moviles212"
"resumen_metricas.11071","modelo_svm - polynomial",0.80808,0.19192,0.87255,0.78218,0.83529,0.75,"detalle_1",3,1,"moviles212"
"resumen_metricas.2107","modelo_svm - radial",0.90152,0.09848,0.94118,0.86139,0.87059,0.92593,"detalle_1",3,1,"moviles212"
"resumen_metricas.3107","modelo_svm - sigmoid",0.92677,0.07323,0.96078,0.91089,0.92941,0.90741,"detalle_1",3,1,"moviles212"
"resumen_metricas11101","modelo_svm - linear",0.96212,0.03788,0.98969,0.94059,0.92157,1,"detalle_1",3,2,"moviles212"
"resumen_metricas.111101","modelo_svm - polynomial",0.83838,0.16162,0.84536,0.85149,0.84314,0.8125,"detalle_1",3,2,"moviles212"
"resumen_metricas.21110","modelo_svm - radial",0.90404,0.09596,0.94845,0.88119,0.88235,0.90625,"detalle_1",3,2,"moviles212"
"resumen_metricas.31110","modelo_svm - sigmoid",0.90657,0.09343,0.92784,0.91089,0.83333,0.95833,"detalle_1",3,2,"moviles212"
"resumen_metricas1271","modelo_svm - linear",0.95707,0.04293,0.9798,0.97059,0.90741,0.97701,"detalle_1",3,3,"moviles212"
"resumen_metricas.11271","modelo_svm - polynomial",0.82323,0.17677,0.84848,0.80392,0.83333,0.8046,"detalle_1",3,3,"moviles212"
"resumen_metricas.2127","modelo_svm - radial",0.90657,0.09343,0.93939,0.90196,0.84259,0.95402,"detalle_1",3,3,"moviles212"
"resumen_metricas.3127","modelo_svm - sigmoid",0.93182,0.06818,0.9596,0.96078,0.87037,0.94253,"detalle_1",3,3,"moviles212"
"resumen_metricas1371","modelo_svm - linear",0.95455,0.04545,0.98148,0.91262,0.93548,0.98913,"detalle_1",3,4,"moviles212"
"resumen_metricas.11371","modelo_svm - polynomial",0.80556,0.19444,0.7963,0.7767,0.90323,0.75,"detalle_1",3,4,"moviles212"
"resumen_metricas.2137","modelo_svm - radial",0.92172,0.07828,0.93519,0.87379,0.92473,0.95652,"detalle_1",3,4,"moviles212"
"resumen_metricas.3137","modelo_svm - sigmoid",0.90152,0.09848,0.9537,0.85437,0.89247,0.90217,"detalle_1",3,4,"moviles212"
"resumen_metricas1471","modelo_svm - linear",0.95455,0.04545,0.98889,0.93182,0.93519,0.96364,"detalle_1",3,5,"moviles212"
"resumen_metricas.11471","modelo_svm - polynomial",0.7904,0.2096,0.84444,0.84091,0.75926,0.73636,"detalle_1",3,5,"moviles212"
"resumen_metricas.2147","modelo_svm - radial",0.88889,0.11111,0.95556,0.85227,0.84259,0.90909,"detalle_1",3,5,"moviles212"
"resumen_metricas.3147","modelo_svm - sigmoid",0.93687,0.06313,0.97778,0.90909,0.91667,0.94545,"detalle_1",3,5,"moviles212"
"resumen_metricas301","modelo_svm - linear",0.9697,0.0303,0.99057,0.92632,0.96907,0.9898,"detalle_1",1,1,"moviles221"
"resumen_metricas.1301","modelo_svm - polynomial",0.82323,0.17677,0.80189,0.74737,0.8866,0.85714,"detalle_1",1,1,"moviles221"
"resumen_metricas.230","modelo_svm - radial",0.91919,0.08081,0.9434,0.84211,0.91753,0.96939,"detalle_1",1,1,"moviles221"
"resumen_metricas.330","modelo_svm - sigmoid",0.90909,0.09091,0.98113,0.85263,0.86598,0.92857,"detalle_1",1,1,"moviles221"
"resumen_metricas1281","modelo_svm - linear",0.96212,0.03788,0.98936,0.91919,0.93333,1,"detalle_1",1,2,"moviles221"
"resumen_metricas.11281","modelo_svm - polynomial",0.79545,0.20455,0.82979,0.76768,0.85556,0.74336,"detalle_1",1,2,"moviles221"
"resumen_metricas.2128","modelo_svm - radial",0.86616,0.13384,0.94681,0.81818,0.78889,0.90265,"detalle_1",1,2,"moviles221"
"resumen_metricas.3128","modelo_svm - sigmoid",0.92424,0.07576,0.95745,0.88889,0.91111,0.93805,"detalle_1",1,2,"moviles221"
"resumen_metricas2111","modelo_svm - linear",0.96465,0.03535,0.96117,1,0.91667,0.9802,"detalle_1",1,3,"moviles221"
"resumen_metricas.12111","modelo_svm - polynomial",0.80808,0.19192,0.84466,0.79167,0.79167,0.80198,"detalle_1",1,3,"moviles221"
"resumen_metricas.2211","modelo_svm - radial",0.91414,0.08586,0.96117,0.88542,0.875,0.93069,"detalle_1",1,3,"moviles221"
"resumen_metricas.3211","modelo_svm - sigmoid",0.91667,0.08333,0.97087,0.91667,0.79167,0.9802,"detalle_1",1,3,"moviles221"
"resumen_metricas381","modelo_svm - linear",0.95455,0.04545,0.96591,0.91509,0.96,0.98039,"detalle_1",1,4,"moviles221"
"resumen_metricas.1381","modelo_svm - polynomial",0.81818,0.18182,0.88636,0.78302,0.85,0.76471,"detalle_1",1,4,"moviles221"
"resumen_metricas.238","modelo_svm - radial",0.87626,0.12374,0.97727,0.77358,0.88,0.89216,"detalle_1",1,4,"moviles221"
"resumen_metricas.338","modelo_svm - sigmoid",0.89394,0.10606,0.94318,0.87736,0.88,0.88235,"detalle_1",1,4,"moviles221"
"resumen_metricas481","modelo_svm - linear",0.94949,0.05051,0.91429,0.9596,0.93805,1,"detalle_1",1,5,"moviles221"
"resumen_metricas.1481","modelo_svm - polynomial",0.78535,0.21465,0.81905,0.79798,0.74336,0.78481,"detalle_1",1,5,"moviles221"
"resumen_metricas.248","modelo_svm - radial",0.88131,0.11869,0.91429,0.85859,0.82301,0.94937,"detalle_1",1,5,"moviles221"
"resumen_metricas.348","modelo_svm - sigmoid",0.89394,0.10606,0.89524,0.89899,0.84956,0.94937,"detalle_1",1,5,"moviles221"
"resumen_metricas581","modelo_svm - linear",0.97222,0.02778,1,0.98611,0.91453,1,"detalle_1",2,1,"moviles221"
"resumen_metricas.1581","modelo_svm - polynomial",0.82071,0.17929,0.76786,0.90278,0.81197,0.83158,"detalle_1",2,1,"moviles221"
"resumen_metricas.258","modelo_svm - radial",0.89646,0.10354,0.91964,0.875,0.84615,0.94737,"detalle_1",2,1,"moviles221"
"resumen_metricas.358","modelo_svm - sigmoid",0.92424,0.07576,0.94643,0.91667,0.88034,0.95789,"detalle_1",2,1,"moviles221"
"resumen_metricas681","modelo_svm - linear",0.96717,0.03283,0.9899,0.91429,0.96512,1,"detalle_1",2,2,"moviles221"
"resumen_metricas.1681","modelo_svm - polynomial",0.79545,0.20455,0.90909,0.77143,0.76744,0.73585,"detalle_1",2,2,"moviles221"
"resumen_metricas.268","modelo_svm - radial",0.89899,0.10101,0.9596,0.84762,0.82558,0.95283,"detalle_1",2,2,"moviles221"
"resumen_metricas.368","modelo_svm - sigmoid",0.90909,0.09091,0.9596,0.86667,0.84884,0.95283,"detalle_1",2,2,"moviles221"
"resumen_metricas781","modelo_svm - linear",0.96717,0.03283,0.98851,0.95413,0.94118,0.9898,"detalle_1",2,3,"moviles221"
"resumen_metricas.1781","modelo_svm - polynomial",0.83081,0.16919,0.82759,0.79817,0.81373,0.88776,"detalle_1",2,3,"moviles221"
"resumen_metricas.278","modelo_svm - radial",0.92424,0.07576,0.95402,0.87156,0.93137,0.94898,"detalle_1",2,3,"moviles221"
"resumen_metricas.378","modelo_svm - sigmoid",0.91414,0.08586,0.96552,0.93578,0.86275,0.89796,"detalle_1",2,3,"moviles221"
"resumen_metricas881","modelo_svm - linear",0.95707,0.04293,0.97895,0.92233,0.95,0.97959,"detalle_1",2,4,"moviles221"
"resumen_metricas.1881","modelo_svm - polynomial",0.77273,0.22727,0.83158,0.69903,0.79,0.77551,"detalle_1",2,4,"moviles221"
"resumen_metricas.288","modelo_svm - radial",0.87879,0.12121,0.91579,0.84466,0.85,0.90816,"detalle_1",2,4,"moviles221"
"resumen_metricas.388","modelo_svm - sigmoid",0.91162,0.08838,0.90526,0.8932,0.9,0.94898,"detalle_1",2,4,"moviles221"
"resumen_metricas981","modelo_svm - linear",0.96212,0.03788,0.97087,0.95283,0.94505,0.97917,"detalle_1",2,5,"moviles221"
"resumen_metricas.1981","modelo_svm - polynomial",0.79293,0.20707,0.74757,0.82075,0.83516,0.77083,"detalle_1",2,5,"moviles221"
"resumen_metricas.298","modelo_svm - radial",0.90152,0.09848,0.93204,0.89623,0.86813,0.90625,"detalle_1",2,5,"moviles221"
"resumen_metricas.398","modelo_svm - sigmoid",0.88889,0.11111,0.8932,0.86792,0.83516,0.95833,"detalle_1",2,5,"moviles221"
"resumen_metricas1081","modelo_svm - linear",0.97222,0.02778,0.98077,0.95098,0.95604,1,"detalle_1",3,1,"moviles221"
"resumen_metricas.11081","modelo_svm - polynomial",0.80556,0.19444,0.79808,0.81373,0.83516,0.77778,"detalle_1",3,1,"moviles221"
"resumen_metricas.2108","modelo_svm - radial",0.92172,0.07828,0.90385,0.92157,0.91209,0.94949,"detalle_1",3,1,"moviles221"
"resumen_metricas.3108","modelo_svm - sigmoid",0.88384,0.11616,0.90385,0.84314,0.85714,0.92929,"detalle_1",3,1,"moviles221"
"resumen_metricas11111","modelo_svm - linear",0.95202,0.04798,0.95745,0.9619,0.91589,0.97778,"detalle_1",3,2,"moviles221"
"resumen_metricas.111111","modelo_svm - polynomial",0.83081,0.16919,0.8617,0.81905,0.81308,0.83333,"detalle_1",3,2,"moviles221"
"resumen_metricas.21111","modelo_svm - radial",0.90657,0.09343,0.94681,0.92381,0.83178,0.93333,"detalle_1",3,2,"moviles221"
"resumen_metricas.31111","modelo_svm - sigmoid",0.90404,0.09596,0.94681,0.90476,0.84112,0.93333,"detalle_1",3,2,"moviles221"
"resumen_metricas1291","modelo_svm - linear",0.9596,0.0404,0.98837,0.90566,0.95455,1,"detalle_1",3,3,"moviles221"
"resumen_metricas.11291","modelo_svm - polynomial",0.80303,0.19697,0.81395,0.80189,0.80909,0.78723,"detalle_1",3,3,"moviles221"
"resumen_metricas.2129","modelo_svm - radial",0.89141,0.10859,0.95349,0.85849,0.83636,0.93617,"detalle_1",3,3,"moviles221"
"resumen_metricas.3129","modelo_svm - sigmoid",0.92424,0.07576,0.93023,0.92453,0.88182,0.96809,"detalle_1",3,3,"moviles221"
"resumen_metricas1381","modelo_svm - linear",0.9798,0.0202,0.99138,0.95238,0.97802,0.99048,"detalle_1",3,4,"moviles221"
"resumen_metricas.11381","modelo_svm - polynomial",0.83333,0.16667,0.82759,0.82143,0.83516,0.84762,"detalle_1",3,4,"moviles221"
"resumen_metricas.2138","modelo_svm - radial",0.89646,0.10354,0.93966,0.83333,0.85714,0.93333,"detalle_1",3,4,"moviles221"
"resumen_metricas.3138","modelo_svm - sigmoid",0.89646,0.10354,0.93966,0.85714,0.82418,0.94286,"detalle_1",3,4,"moviles221"
"resumen_metricas1481","modelo_svm - linear",0.96212,0.03788,0.98958,0.94898,0.94845,0.9619,"detalle_1",3,5,"moviles221"
"resumen_metricas.11481","modelo_svm - polynomial",0.80051,0.19949,0.84375,0.79592,0.82474,0.74286,"detalle_1",3,5,"moviles221"
"resumen_metricas.2148","modelo_svm - radial",0.88384,0.11616,0.94792,0.81633,0.87629,0.89524,"detalle_1",3,5,"moviles221"
"resumen_metricas.3148","modelo_svm - sigmoid",0.91162,0.08838,0.94792,0.84694,0.89691,0.95238,"detalle_1",3,5,"moviles221"
"resumen_metricas391","modelo_svm - linear",0.9697,0.0303,0.95745,0.98913,0.93519,1,"detalle_1",1,1,"moviles222"
"resumen_metricas.1391","modelo_svm - polynomial",0.81313,0.18687,0.82979,0.80435,0.85185,0.76471,"detalle_1",1,1,"moviles222"
"resumen_metricas.239","modelo_svm - radial",0.87879,0.12121,0.88298,0.84783,0.88889,0.89216,"detalle_1",1,1,"moviles222"
"resumen_metricas.339","modelo_svm - sigmoid",0.93434,0.06566,0.89362,0.95652,0.92593,0.96078,"detalle_1",1,1,"moviles222"
"resumen_metricas1301","modelo_svm - linear",0.95455,0.04545,1,0.8913,0.93694,0.99,"detalle_1",1,2,"moviles222"
"resumen_metricas.11301","modelo_svm - polynomial",0.79798,0.20202,0.82796,0.84783,0.8018,0.72,"detalle_1",1,2,"moviles222"
"resumen_metricas.2130","modelo_svm - radial",0.90404,0.09596,0.96774,0.88043,0.86486,0.91,"detalle_1",1,2,"moviles222"
"resumen_metricas.3130","modelo_svm - sigmoid",0.92172,0.07828,0.94624,0.92391,0.9009,0.92,"detalle_1",1,2,"moviles222"
"resumen_metricas2121","modelo_svm - linear",0.9697,0.0303,0.98969,0.99029,0.92308,0.97826,"detalle_1",1,3,"moviles222"
"resumen_metricas.12121","modelo_svm - polynomial",0.80556,0.19444,0.83505,0.78641,0.84615,0.75,"detalle_1",1,3,"moviles222"
"resumen_metricas.2212","modelo_svm - radial",0.89394,0.10606,0.92784,0.91262,0.82692,0.91304,"detalle_1",1,3,"moviles222"
"resumen_metricas.3212","modelo_svm - sigmoid",0.93687,0.06313,0.96907,0.95146,0.875,0.95652,"detalle_1",1,3,"moviles222"
"resumen_metricas3101","modelo_svm - linear",0.96212,0.03788,0.97959,0.9537,0.94505,0.9697,"detalle_1",1,4,"moviles222"
"resumen_metricas.13101","modelo_svm - polynomial",0.81818,0.18182,0.88776,0.76852,0.81319,0.80808,"detalle_1",1,4,"moviles222"
"resumen_metricas.2310","modelo_svm - radial",0.89899,0.10101,0.96939,0.87963,0.81319,0.92929,"detalle_1",1,4,"moviles222"
"resumen_metricas.3310","modelo_svm - sigmoid",0.94192,0.05808,0.97959,0.9537,0.9011,0.92929,"detalle_1",1,4,"moviles222"
"resumen_metricas491","modelo_svm - linear",0.95455,0.04545,0.99123,0.9,0.95122,0.97,"detalle_1",1,5,"moviles222"
"resumen_metricas.1491","modelo_svm - polynomial",0.80556,0.19444,0.80702,0.77,0.90244,0.76,"detalle_1",1,5,"moviles222"
"resumen_metricas.249","modelo_svm - radial",0.88384,0.11616,0.9386,0.77,0.91463,0.91,"detalle_1",1,5,"moviles222"
"resumen_metricas.349","modelo_svm - sigmoid",0.92424,0.07576,0.98246,0.9,0.89024,0.91,"detalle_1",1,5,"moviles222"
"resumen_metricas591","modelo_svm - linear",0.9596,0.0404,0.9697,0.95876,0.92708,0.98077,"detalle_1",2,1,"moviles222"
"resumen_metricas.1591","modelo_svm - polynomial",0.82828,0.17172,0.83838,0.87629,0.83333,0.76923,"detalle_1",2,1,"moviles222"
"resumen_metricas.259","modelo_svm - radial",0.90657,0.09343,0.94949,0.91753,0.85417,0.90385,"detalle_1",2,1,"moviles222"
"resumen_metricas.359","modelo_svm - sigmoid",0.90909,0.09091,0.93939,0.92784,0.83333,0.93269,"detalle_1",2,1,"moviles222"
"resumen_metricas691","modelo_svm - linear",0.95202,0.04798,0.95918,0.90625,0.97059,0.97,"detalle_1",2,2,"moviles222"
"resumen_metricas.1691","modelo_svm - polynomial",0.78535,0.21465,0.83673,0.76042,0.84314,0.7,"detalle_1",2,2,"moviles222"
"resumen_metricas.269","modelo_svm - radial",0.88384,0.11616,0.93878,0.83333,0.89216,0.87,"detalle_1",2,2,"moviles222"
"resumen_metricas.369","modelo_svm - sigmoid",0.91162,0.08838,0.92857,0.89583,0.92157,0.9,"detalle_1",2,2,"moviles222"
"resumen_metricas791","modelo_svm - linear",0.96465,0.03535,1,0.92929,0.93333,1,"detalle_1",2,3,"moviles222"
"resumen_metricas.1791","modelo_svm - polynomial",0.81818,0.18182,0.78261,0.81818,0.85714,0.81,"detalle_1",2,3,"moviles222"
"resumen_metricas.279","modelo_svm - radial",0.91919,0.08081,0.96739,0.88889,0.87619,0.95,"detalle_1",2,3,"moviles222"
"resumen_metricas.379","modelo_svm - sigmoid",0.93687,0.06313,0.97826,0.90909,0.89524,0.97,"detalle_1",2,3,"moviles222"
"resumen_metricas891","modelo_svm - linear",0.95455,0.04545,1,0.9187,0.94253,0.96875,"detalle_1",2,4,"moviles222"
"resumen_metricas.1891","modelo_svm - polynomial",0.83081,0.16919,0.87778,0.78049,0.85057,0.83333,"detalle_1",2,4,"moviles222"
"resumen_metricas.289","modelo_svm - radial",0.89394,0.10606,0.94444,0.84553,0.86207,0.9375,"detalle_1",2,4,"moviles222"
"resumen_metricas.389","modelo_svm - sigmoid",0.93434,0.06566,1,0.87805,0.93103,0.94792,"detalle_1",2,4,"moviles222"
"resumen_metricas991","modelo_svm - linear",0.94949,0.05051,0.94017,0.95,0.93396,0.97849,"detalle_1",2,5,"moviles222"
"resumen_metricas.1991","modelo_svm - polynomial",0.7904,0.2096,0.77778,0.8375,0.82075,0.73118,"detalle_1",2,5,"moviles222"
"resumen_metricas.299","modelo_svm - radial",0.88636,0.11364,0.90598,0.9125,0.83019,0.90323,"detalle_1",2,5,"moviles222"
"resumen_metricas.399","modelo_svm - sigmoid",0.93939,0.06061,0.92308,1,0.90566,0.94624,"detalle_1",2,5,"moviles222"
"resumen_metricas1091","modelo_svm - linear",0.95455,0.04545,0.96629,0.94175,0.93069,0.98058,"detalle_1",3,1,"moviles222"
"resumen_metricas.11091","modelo_svm - polynomial",0.82323,0.17677,0.86517,0.82524,0.84158,0.76699,"detalle_1",3,1,"moviles222"
"resumen_metricas.2109","modelo_svm - radial",0.90909,0.09091,0.92135,0.84466,0.90099,0.97087,"detalle_1",3,1,"moviles222"
"resumen_metricas.3109","modelo_svm - sigmoid",0.92677,0.07323,0.96629,0.91262,0.89109,0.94175,"detalle_1",3,1,"moviles222"
"resumen_metricas11121","modelo_svm - linear",0.96717,0.03283,1,0.95652,0.92391,0.98095,"detalle_1",3,2,"moviles222"
"resumen_metricas.111121","modelo_svm - polynomial",0.82576,0.17424,0.83178,0.79348,0.86957,0.80952,"detalle_1",3,2,"moviles222"
"resumen_metricas.21112","modelo_svm - radial",0.90909,0.09091,0.97196,0.90217,0.82609,0.92381,"detalle_1",3,2,"moviles222"
"resumen_metricas.31112","modelo_svm - sigmoid",0.92677,0.07323,0.96262,0.8913,0.8913,0.95238,"detalle_1",3,2,"moviles222"
"resumen_metricas12101","modelo_svm - linear",0.96212,0.03788,0.97727,0.98039,0.92241,0.97778,"detalle_1",3,3,"moviles222"
"resumen_metricas.112101","modelo_svm - polynomial",0.82828,0.17172,0.84091,0.89216,0.78448,0.8,"detalle_1",3,3,"moviles222"
"resumen_metricas.21210","modelo_svm - radial",0.89141,0.10859,0.93182,0.88235,0.83621,0.93333,"detalle_1",3,3,"moviles222"
"resumen_metricas.31210","modelo_svm - sigmoid",0.91667,0.08333,0.96591,0.93137,0.85345,0.93333,"detalle_1",3,3,"moviles222"
"resumen_metricas1391","modelo_svm - linear",0.9596,0.0404,0.94643,0.95413,0.96739,0.9759,"detalle_1",3,4,"moviles222"
"resumen_metricas.11391","modelo_svm - polynomial",0.80051,0.19949,0.75,0.83486,0.8587,0.75904,"detalle_1",3,4,"moviles222"
"resumen_metricas.2139","modelo_svm - radial",0.89646,0.10354,0.91964,0.88073,0.88043,0.90361,"detalle_1",3,4,"moviles222"
"resumen_metricas.3139","modelo_svm - sigmoid",0.93687,0.06313,0.95536,0.91743,0.90217,0.9759,"detalle_1",3,4,"moviles222"
"resumen_metricas1491","modelo_svm - linear",0.94192,0.05808,0.97,0.86517,0.93684,0.98214,"detalle_1",3,5,"moviles222"
"resumen_metricas.11491","modelo_svm - polynomial",0.7803,0.2197,0.81,0.79775,0.8,0.72321,"detalle_1",3,5,"moviles222"
"resumen_metricas.2149","modelo_svm - radial",0.90152,0.09848,0.95,0.85393,0.90526,0.89286,"detalle_1",3,5,"moviles222"
"resumen_metricas.3149","modelo_svm - sigmoid",0.89394,0.10606,0.94,0.85393,0.89474,0.88393,"detalle_1",3,5,"moviles222"
"resumen_metricas401","modelo_svm - linear",0.96212,0.03788,0.97895,0.94,0.94231,0.98969,"detalle_1",1,1,"moviles231"
"resumen_metricas.1401","modelo_svm - polynomial",0.7904,0.2096,0.8,0.86,0.73077,0.7732,"detalle_1",1,1,"moviles231"
"resumen_metricas.240","modelo_svm - radial",0.90152,0.09848,0.92632,0.88,0.88462,0.91753,"detalle_1",1,1,"moviles231"
"resumen_metricas.340","modelo_svm - sigmoid",0.90152,0.09848,0.95789,0.83,0.85577,0.96907,"detalle_1",1,1,"moviles231"
"resumen_metricas1401","modelo_svm - linear",0.94949,0.05051,0.97959,0.8835,0.9375,1,"detalle_1",1,2,"moviles231"
"resumen_metricas.11401","modelo_svm - polynomial",0.83081,0.16919,0.89796,0.78641,0.82292,0.81818,"detalle_1",1,2,"moviles231"
"resumen_metricas.2140","modelo_svm - radial",0.90404,0.09596,0.94898,0.86408,0.875,0.92929,"detalle_1",1,2,"moviles231"
"resumen_metricas.3140","modelo_svm - sigmoid",0.90657,0.09343,0.96939,0.8835,0.83333,0.93939,"detalle_1",1,2,"moviles231"
"resumen_metricas2131","modelo_svm - linear",0.97475,0.02525,0.99115,0.96842,0.94565,0.98958,"detalle_1",1,3,"moviles231"
"resumen_metricas.12131","modelo_svm - polynomial",0.83081,0.16919,0.85841,0.78947,0.80435,0.86458,"detalle_1",1,3,"moviles231"
"resumen_metricas.2213","modelo_svm - radial",0.92424,0.07576,0.97345,0.89474,0.86957,0.94792,"detalle_1",1,3,"moviles231"
"resumen_metricas.3213","modelo_svm - sigmoid",0.90657,0.09343,0.95575,0.91579,0.81522,0.92708,"detalle_1",1,3,"moviles231"
"resumen_metricas3111","modelo_svm - linear",0.95707,0.04293,0.97087,0.95,0.93617,0.9697,"detalle_1",1,4,"moviles231"
"resumen_metricas.13111","modelo_svm - polynomial",0.81566,0.18434,0.8932,0.75,0.8617,0.75758,"detalle_1",1,4,"moviles231"
"resumen_metricas.2311","modelo_svm - radial",0.87879,0.12121,0.92233,0.86,0.81915,0.90909,"detalle_1",1,4,"moviles231"
"resumen_metricas.3311","modelo_svm - sigmoid",0.89646,0.10354,0.92233,0.92,0.85106,0.88889,"detalle_1",1,4,"moviles231"
"resumen_metricas4101","modelo_svm - linear",0.95202,0.04798,0.93103,0.94845,0.93636,0.9902,"detalle_1",1,5,"moviles231"
"resumen_metricas.14101","modelo_svm - polynomial",0.7702,0.2298,0.77011,0.76289,0.80909,0.73529,"detalle_1",1,5,"moviles231"
"resumen_metricas.2410","modelo_svm - radial",0.87121,0.12879,0.89655,0.84536,0.82727,0.92157,"detalle_1",1,5,"moviles231"
"resumen_metricas.3410","modelo_svm - sigmoid",0.92424,0.07576,0.90805,0.93814,0.89091,0.96078,"detalle_1",1,5,"moviles231"
"resumen_metricas5101","modelo_svm - linear",0.9798,0.0202,0.99083,0.96875,0.95556,1,"detalle_1",2,1,"moviles231"
