"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.2115","modelo_svm - radial",0.9075,0.0925,0.95495,0.85556,0.86842,0.95294,"detalle_1",3,2,"moviles131"
"resumen_metricas.3115","modelo_svm - sigmoid",0.915,0.085,0.97297,0.88889,0.84211,0.96471,"detalle_1",3,2,"moviles131"
"resumen_metricas1241","modelo_svm - linear",0.965,0.035,0.94681,0.97849,0.95745,0.97479,"detalle_1",3,3,"moviles131"
"resumen_metricas.11241","modelo_svm - polynomial",0.825,0.175,0.80851,0.84946,0.79787,0.84034,"detalle_1",3,3,"moviles131"
"resumen_metricas.2124","modelo_svm - radial",0.9325,0.0675,0.96809,0.92473,0.90426,0.93277,"detalle_1",3,3,"moviles131"
"resumen_metricas.3124","modelo_svm - sigmoid",0.8975,0.1025,0.91489,0.88172,0.85106,0.93277,"detalle_1",3,3,"moviles131"
"resumen_metricas1341","modelo_svm - linear",0.9625,0.0375,0.95192,0.97521,0.93023,0.98876,"detalle_1",3,4,"moviles131"
"resumen_metricas.11341","modelo_svm - polynomial",0.8175,0.1825,0.82692,0.79339,0.84884,0.80899,"detalle_1",3,4,"moviles131"
"resumen_metricas.2134","modelo_svm - radial",0.905,0.095,0.89423,0.87603,0.93023,0.93258,"detalle_1",3,4,"moviles131"
"resumen_metricas.3134","modelo_svm - sigmoid",0.8975,0.1025,0.96154,0.84298,0.84884,0.94382,"detalle_1",3,4,"moviles131"
"resumen_metricas1441","modelo_svm - linear",0.9575,0.0425,1,0.91837,0.92523,0.99038,"detalle_1",3,5,"moviles131"
"resumen_metricas.11441","modelo_svm - polynomial",0.8225,0.1775,0.85714,0.79592,0.83178,0.80769,"detalle_1",3,5,"moviles131"
"resumen_metricas.2144","modelo_svm - radial",0.9075,0.0925,0.95604,0.90816,0.86916,0.90385,"detalle_1",3,5,"moviles131"
"resumen_metricas.3144","modelo_svm - sigmoid",0.8825,0.1175,0.93407,0.84694,0.79439,0.96154,"detalle_1",3,5,"moviles131"
"resumen_metricas251","modelo_svm - linear",0.955,0.045,0.95283,0.92661,0.95294,0.99,"detalle_1",1,1,"moviles132"
"resumen_metricas.1251","modelo_svm - polynomial",0.7975,0.2025,0.84906,0.79817,0.78824,0.75,"detalle_1",1,1,"moviles132"
"resumen_metricas.225","modelo_svm - radial",0.8975,0.1025,0.95283,0.90826,0.78824,0.92,"detalle_1",1,1,"moviles132"
"resumen_metricas.325","modelo_svm - sigmoid",0.9325,0.0675,0.9434,0.90826,0.94118,0.94,"detalle_1",1,1,"moviles132"
"resumen_metricas1161","modelo_svm - linear",0.955,0.045,0.99083,0.90816,0.93204,0.98889,"detalle_1",1,2,"moviles132"
"resumen_metricas.11161","modelo_svm - polynomial",0.8325,0.1675,0.80734,0.84694,0.86408,0.81111,"detalle_1",1,2,"moviles132"
"resumen_metricas.2116","modelo_svm - radial",0.8925,0.1075,0.92661,0.85714,0.86408,0.92222,"detalle_1",1,2,"moviles132"
"resumen_metricas.3116","modelo_svm - sigmoid",0.93,0.07,0.97248,0.89796,0.8932,0.95556,"detalle_1",1,2,"moviles132"
"resumen_metricas261","modelo_svm - linear",0.9525,0.0475,0.97087,0.97895,0.88235,0.98,"detalle_1",1,3,"moviles132"
"resumen_metricas.1261","modelo_svm - polynomial",0.81,0.19,0.74757,0.88421,0.82353,0.79,"detalle_1",1,3,"moviles132"
"resumen_metricas.226","modelo_svm - radial",0.9175,0.0825,0.92233,0.94737,0.84314,0.96,"detalle_1",1,3,"moviles132"
"resumen_metricas.326","modelo_svm - sigmoid",0.9175,0.0825,0.93204,0.93684,0.85294,0.95,"detalle_1",1,3,"moviles132"
"resumen_metricas351","modelo_svm - linear",0.96,0.04,0.96512,0.94545,0.95238,0.9798,"detalle_1",1,4,"moviles132"
"resumen_metricas.1351","modelo_svm - polynomial",0.8375,0.1625,0.9186,0.77273,0.89524,0.77778,"detalle_1",1,4,"moviles132"
"resumen_metricas.235","modelo_svm - radial",0.905,0.095,0.95349,0.87273,0.87619,0.92929,"detalle_1",1,4,"moviles132"
"resumen_metricas.335","modelo_svm - sigmoid",0.925,0.075,0.95349,0.90909,0.89524,0.94949,"detalle_1",1,4,"moviles132"
"resumen_metricas451","modelo_svm - linear",0.9525,0.0475,0.96875,0.92045,0.93333,0.98198,"detalle_1",1,5,"moviles132"
"resumen_metricas.1451","modelo_svm - polynomial",0.7975,0.2025,0.77083,0.82955,0.82857,0.76577,"detalle_1",1,5,"moviles132"
"resumen_metricas.245","modelo_svm - radial",0.89,0.11,0.90625,0.86364,0.91429,0.87387,"detalle_1",1,5,"moviles132"
"resumen_metricas.345","modelo_svm - sigmoid",0.9375,0.0625,0.94792,0.93182,0.92381,0.94595,"detalle_1",1,5,"moviles132"
"resumen_metricas551","modelo_svm - linear",0.945,0.055,0.91837,0.91,0.95699,0.99083,"detalle_1",2,1,"moviles132"
"resumen_metricas.1551","modelo_svm - polynomial",0.81,0.19,0.85714,0.81,0.80645,0.77064,"detalle_1",2,1,"moviles132"
"resumen_metricas.255","modelo_svm - radial",0.88,0.12,0.91837,0.82,0.89247,0.88991,"detalle_1",2,1,"moviles132"
"resumen_metricas.355","modelo_svm - sigmoid",0.9275,0.0725,0.91837,0.91,0.91398,0.9633,"detalle_1",2,1,"moviles132"
"resumen_metricas651","modelo_svm - linear",0.955,0.045,0.97619,0.95918,0.89796,0.98333,"detalle_1",2,2,"moviles132"
"resumen_metricas.1651","modelo_svm - polynomial",0.825,0.175,0.84524,0.83673,0.82653,0.8,"detalle_1",2,2,"moviles132"
"resumen_metricas.265","modelo_svm - radial",0.9,0.1,0.92857,0.91837,0.83673,0.91667,"detalle_1",2,2,"moviles132"
"resumen_metricas.365","modelo_svm - sigmoid",0.9175,0.0825,0.95238,0.92857,0.89796,0.9,"detalle_1",2,2,"moviles132"
"resumen_metricas751","modelo_svm - linear",0.945,0.055,0.9902,0.8913,0.92727,0.96875,"detalle_1",2,3,"moviles132"
"resumen_metricas.1751","modelo_svm - polynomial",0.805,0.195,0.83333,0.84783,0.82727,0.70833,"detalle_1",2,3,"moviles132"
"resumen_metricas.275","modelo_svm - radial",0.91,0.09,0.96078,0.8913,0.89091,0.89583,"detalle_1",2,3,"moviles132"
"resumen_metricas.375","modelo_svm - sigmoid",0.9325,0.0675,0.96078,0.95652,0.85455,0.96875,"detalle_1",2,3,"moviles132"
"resumen_metricas851","modelo_svm - linear",0.975,0.025,0.99029,0.98039,0.9505,0.97872,"detalle_1",2,4,"moviles132"
"resumen_metricas.1851","modelo_svm - polynomial",0.8475,0.1525,0.85437,0.83333,0.84158,0.8617,"detalle_1",2,4,"moviles132"
"resumen_metricas.285","modelo_svm - radial",0.92,0.08,0.92233,0.93137,0.87129,0.95745,"detalle_1",2,4,"moviles132"
"resumen_metricas.385","modelo_svm - sigmoid",0.9325,0.0675,0.95146,0.91176,0.88119,0.98936,"detalle_1",2,4,"moviles132"
"resumen_metricas951","modelo_svm - linear",0.9725,0.0275,0.99115,0.9537,0.94898,1,"detalle_1",2,5,"moviles132"
"resumen_metricas.1951","modelo_svm - polynomial",0.8,0.2,0.79646,0.77778,0.83673,0.79012,"detalle_1",2,5,"moviles132"
"resumen_metricas.295","modelo_svm - radial",0.905,0.095,0.9115,0.85185,0.92857,0.93827,"detalle_1",2,5,"moviles132"
"resumen_metricas.395","modelo_svm - sigmoid",0.9275,0.0725,0.9469,0.89815,0.93878,0.92593,"detalle_1",2,5,"moviles132"
"resumen_metricas1051","modelo_svm - linear",0.9575,0.0425,0.97959,0.94175,0.9604,0.94898,"detalle_1",3,1,"moviles132"
"resumen_metricas.11051","modelo_svm - polynomial",0.82,0.18,0.90816,0.75728,0.83168,0.78571,"detalle_1",3,1,"moviles132"
"resumen_metricas.2105","modelo_svm - radial",0.8875,0.1125,0.92857,0.85437,0.89109,0.87755,"detalle_1",3,1,"moviles132"
"resumen_metricas.3105","modelo_svm - sigmoid",0.915,0.085,0.93878,0.92233,0.89109,0.90816,"detalle_1",3,1,"moviles132"
"resumen_metricas1171","modelo_svm - linear",0.9475,0.0525,0.96591,0.90435,0.93878,0.9899,"detalle_1",3,2,"moviles132"
"resumen_metricas.11171","modelo_svm - polynomial",0.78,0.22,0.81818,0.71304,0.80612,0.79798,"detalle_1",3,2,"moviles132"
"resumen_metricas.2117","modelo_svm - radial",0.8925,0.1075,0.95455,0.82609,0.88776,0.91919,"detalle_1",3,2,"moviles132"
"resumen_metricas.3117","modelo_svm - sigmoid",0.925,0.075,0.93182,0.89565,0.89796,0.9798,"detalle_1",3,2,"moviles132"
"resumen_metricas1251","modelo_svm - linear",0.9525,0.0475,0.98958,0.93258,0.90351,0.9901,"detalle_1",3,3,"moviles132"
"resumen_metricas.11251","modelo_svm - polynomial",0.7975,0.2025,0.80208,0.76404,0.80702,0.81188,"detalle_1",3,3,"moviles132"
"resumen_metricas.2125","modelo_svm - radial",0.8875,0.1125,0.9375,0.89888,0.7807,0.9505,"detalle_1",3,3,"moviles132"
"resumen_metricas.3125","modelo_svm - sigmoid",0.9175,0.0825,0.96875,0.8764,0.86842,0.9604,"detalle_1",3,3,"moviles132"
"resumen_metricas1351","modelo_svm - linear",0.97,0.03,0.99048,0.95652,0.93069,1,"detalle_1",3,4,"moviles132"
"resumen_metricas.11351","modelo_svm - polynomial",0.8225,0.1775,0.8381,0.86957,0.85149,0.73529,"detalle_1",3,4,"moviles132"
"resumen_metricas.2135","modelo_svm - radial",0.8875,0.1125,0.94286,0.86957,0.86139,0.87255,"detalle_1",3,4,"moviles132"
"resumen_metricas.3135","modelo_svm - sigmoid",0.9375,0.0625,0.9619,0.92391,0.89109,0.97059,"detalle_1",3,4,"moviles132"
"resumen_metricas1451","modelo_svm - linear",0.9575,0.0425,0.9646,0.92079,0.96512,0.98,"detalle_1",3,5,"moviles132"
"resumen_metricas.11451","modelo_svm - polynomial",0.815,0.185,0.81416,0.86139,0.82558,0.76,"detalle_1",3,5,"moviles132"
"resumen_metricas.2145","modelo_svm - radial",0.9025,0.0975,0.90265,0.88119,0.90698,0.92,"detalle_1",3,5,"moviles132"
"resumen_metricas.3145","modelo_svm - sigmoid",0.94,0.06,0.97345,0.93069,0.95349,0.9,"detalle_1",3,5,"moviles132"
"resumen_metricas271","modelo_svm - linear",0.95455,0.04545,0.95918,0.93204,0.92929,1,"detalle_1",1,1,"moviles211"
"resumen_metricas.1271","modelo_svm - polynomial",0.79545,0.20455,0.77551,0.75728,0.81818,0.83333,"detalle_1",1,1,"moviles211"
"resumen_metricas.227","modelo_svm - radial",0.88384,0.11616,0.89796,0.83495,0.85859,0.94792,"detalle_1",1,1,"moviles211"
"resumen_metricas.327","modelo_svm - sigmoid",0.87626,0.12374,0.86735,0.84466,0.83838,0.95833,"detalle_1",1,1,"moviles211"
"resumen_metricas1181","modelo_svm - linear",0.96212,0.03788,0.98077,0.91304,0.95,1,"detalle_1",1,2,"moviles211"
"resumen_metricas.11181","modelo_svm - polynomial",0.81061,0.18939,0.875,0.79348,0.81,0.76,"detalle_1",1,2,"moviles211"
"resumen_metricas.2118","modelo_svm - radial",0.89141,0.10859,0.95192,0.78261,0.87,0.95,"detalle_1",1,2,"moviles211"
"resumen_metricas.3118","modelo_svm - sigmoid",0.91667,0.08333,0.96154,0.86957,0.86,0.97,"detalle_1",1,2,"moviles211"
"resumen_metricas281","modelo_svm - linear",0.95707,0.04293,0.93269,0.97895,0.93458,0.98889,"detalle_1",1,3,"moviles211"
"resumen_metricas.1281","modelo_svm - polynomial",0.80051,0.19949,0.78846,0.83158,0.7757,0.81111,"detalle_1",1,3,"moviles211"
"resumen_metricas.228","modelo_svm - radial",0.89141,0.10859,0.93269,0.90526,0.79439,0.94444,"detalle_1",1,3,"moviles211"
"resumen_metricas.328","modelo_svm - sigmoid",0.90909,0.09091,0.91346,0.92632,0.86916,0.93333,"detalle_1",1,3,"moviles211"
"resumen_metricas361","modelo_svm - linear",0.98232,0.01768,1,0.96629,0.97872,0.98246,"detalle_1",1,4,"moviles211"
"resumen_metricas.1361","modelo_svm - polynomial",0.81818,0.18182,0.85859,0.85393,0.84043,0.73684,"detalle_1",1,4,"moviles211"
"resumen_metricas.236","modelo_svm - radial",0.90404,0.09596,0.9596,0.91011,0.85106,0.89474,"detalle_1",1,4,"moviles211"
"resumen_metricas.336","modelo_svm - sigmoid",0.94697,0.05303,0.9899,0.94382,0.91489,0.9386,"detalle_1",1,4,"moviles211"
"resumen_metricas461","modelo_svm - linear",0.97727,0.02273,0.98901,0.96552,0.96875,0.98925,"detalle_1",1,5,"moviles211"
"resumen_metricas.1461","modelo_svm - polynomial",0.80051,0.19949,0.82418,0.75,0.79167,0.84946,"detalle_1",1,5,"moviles211"
"resumen_metricas.246","modelo_svm - radial",0.90657,0.09343,0.94505,0.85345,0.89583,0.94624,"detalle_1",1,5,"moviles211"
"resumen_metricas.346","modelo_svm - sigmoid",0.91919,0.08081,0.95604,0.89655,0.88542,0.94624,"detalle_1",1,5,"moviles211"
"resumen_metricas561","modelo_svm - linear",0.96717,0.03283,1,0.90816,0.98165,0.97802,"detalle_1",2,1,"moviles211"
"resumen_metricas.1561","modelo_svm - polynomial",0.82071,0.17929,0.88776,0.77551,0.78899,0.83516,"detalle_1",2,1,"moviles211"
"resumen_metricas.256","modelo_svm - radial",0.90657,0.09343,0.94898,0.89796,0.86239,0.92308,"detalle_1",2,1,"moviles211"
"resumen_metricas.356","modelo_svm - sigmoid",0.90909,0.09091,0.95918,0.90816,0.83486,0.94505,"detalle_1",2,1,"moviles211"
"resumen_metricas661","modelo_svm - linear",0.97222,0.02778,0.97414,0.96774,0.94505,1,"detalle_1",2,2,"moviles211"
"resumen_metricas.1661","modelo_svm - polynomial",0.83333,0.16667,0.80172,0.88172,0.84615,0.8125,"detalle_1",2,2,"moviles211"
"resumen_metricas.266","modelo_svm - radial",0.90909,0.09091,0.90517,0.88172,0.87912,0.96875,"detalle_1",2,2,"moviles211"
"resumen_metricas.366","modelo_svm - sigmoid",0.91162,0.08838,0.93966,0.91398,0.84615,0.9375,"detalle_1",2,2,"moviles211"
"resumen_metricas761","modelo_svm - linear",0.95455,0.04545,0.95506,0.91,0.97115,0.98058,"detalle_1",2,3,"moviles211"
"resumen_metricas.1761","modelo_svm - polynomial",0.81061,0.18939,0.85393,0.74,0.86538,0.78641,"detalle_1",2,3,"moviles211"
"resumen_metricas.276","modelo_svm - radial",0.89899,0.10101,0.93258,0.86,0.90385,0.90291,"detalle_1",2,3,"moviles211"
"resumen_metricas.376","modelo_svm - sigmoid",0.90909,0.09091,0.96629,0.87,0.88462,0.92233,"detalle_1",2,3,"moviles211"
"resumen_metricas861","modelo_svm - linear",0.97222,0.02778,0.98958,0.96078,0.94792,0.9902,"detalle_1",2,4,"moviles211"
"resumen_metricas.1861","modelo_svm - polynomial",0.81818,0.18182,0.85417,0.76471,0.86458,0.79412,"detalle_1",2,4,"moviles211"
"resumen_metricas.286","modelo_svm - radial",0.88889,0.11111,0.92708,0.88235,0.84375,0.90196,"detalle_1",2,4,"moviles211"
"resumen_metricas.386","modelo_svm - sigmoid",0.89899,0.10101,0.97917,0.89216,0.80208,0.92157,"detalle_1",2,4,"moviles211"
"resumen_metricas961","modelo_svm - linear",0.96465,0.03535,0.97938,0.95098,0.92708,1,"detalle_1",2,5,"moviles211"
"resumen_metricas.1961","modelo_svm - polynomial",0.83838,0.16162,0.87629,0.83333,0.79167,0.85149,"detalle_1",2,5,"moviles211"
"resumen_metricas.296","modelo_svm - radial",0.89899,0.10101,0.95876,0.84314,0.85417,0.94059,"detalle_1",2,5,"moviles211"
"resumen_metricas.396","modelo_svm - sigmoid",0.89899,0.10101,0.89691,0.87255,0.86458,0.9604,"detalle_1",2,5,"moviles211"
"resumen_metricas1061","modelo_svm - linear",0.96212,0.03788,0.97826,0.94792,0.94505,0.97436,"detalle_1",3,1,"moviles211"
"resumen_metricas.11061","modelo_svm - polynomial",0.80808,0.19192,0.82609,0.86458,0.76923,0.77778,"detalle_1",3,1,"moviles211"
"resumen_metricas.2106","modelo_svm - radial",0.90404,0.09596,0.94565,0.875,0.85714,0.93162,"detalle_1",3,1,"moviles211"
"resumen_metricas.3106","modelo_svm - sigmoid",0.89899,0.10101,0.95652,0.80208,0.89011,0.94017,"detalle_1",3,1,"moviles211"
"resumen_metricas1191","modelo_svm - linear",0.94697,0.05303,0.94175,0.95,0.91837,0.97895,"detalle_1",3,2,"moviles211"
"resumen_metricas.11191","modelo_svm - polynomial",0.83081,0.16919,0.83495,0.83,0.82653,0.83158,"detalle_1",3,2,"moviles211"
"resumen_metricas.2119","modelo_svm - radial",0.91919,0.08081,0.97087,0.88,0.86735,0.95789,"detalle_1",3,2,"moviles211"
"resumen_metricas.3119","modelo_svm - sigmoid",0.91414,0.08586,0.92233,0.9,0.85714,0.97895,"detalle_1",3,2,"moviles211"
"resumen_metricas1261","modelo_svm - linear",0.96717,0.03283,1,0.95556,0.92727,0.98889,"detalle_1",3,3,"moviles211"
"resumen_metricas.11261","modelo_svm - polynomial",0.81566,0.18434,0.82075,0.76667,0.85455,0.81111,"detalle_1",3,3,"moviles211"
"resumen_metricas.2126","modelo_svm - radial",0.87374,0.12626,0.90566,0.83333,0.85455,0.9,"detalle_1",3,3,"moviles211"
"resumen_metricas.3126","modelo_svm - sigmoid",0.92929,0.07071,0.98113,0.9,0.88182,0.95556,"detalle_1",3,3,"moviles211"
"resumen_metricas1361","modelo_svm - linear",0.96717,0.03283,1,0.93333,0.94845,0.98936,"detalle_1",3,4,"moviles211"
"resumen_metricas.11361","modelo_svm - polynomial",0.82576,0.17424,0.87,0.75238,0.86598,0.81915,"detalle_1",3,4,"moviles211"
"resumen_metricas.2136","modelo_svm - radial",0.89646,0.10354,0.95,0.8381,0.87629,0.92553,"detalle_1",3,4,"moviles211"
"resumen_metricas.3136","modelo_svm - sigmoid",0.92424,0.07576,0.95,0.91429,0.8866,0.94681,"detalle_1",3,4,"moviles211"
"resumen_metricas1461","modelo_svm - linear",0.96212,0.03788,0.94737,0.96154,0.96,0.97938,"detalle_1",3,5,"moviles211"
"resumen_metricas.11461","modelo_svm - polynomial",0.81313,0.18687,0.81053,0.78846,0.83,0.82474,"detalle_1",3,5,"moviles211"
"resumen_metricas.2146","modelo_svm - radial",0.89646,0.10354,0.92632,0.90385,0.87,0.8866,"detalle_1",3,5,"moviles211"
"resumen_metricas.3146","modelo_svm - sigmoid",0.90909,0.09091,0.93684,0.91346,0.85,0.93814,"detalle_1",3,5,"moviles211"
"resumen_metricas291","modelo_svm - linear",0.95455,0.04545,0.98039,0.93137,0.93478,0.97,"detalle_1",1,1,"moviles212"
"resumen_metricas.1291","modelo_svm - polynomial",0.78788,0.21212,0.84314,0.73529,0.82609,0.75,"detalle_1",1,1,"moviles212"
"resumen_metricas.229","modelo_svm - radial",0.90909,0.09091,0.94118,0.84314,0.92391,0.93,"detalle_1",1,1,"moviles212"
"resumen_metricas.329","modelo_svm - sigmoid",0.92172,0.07828,0.96078,0.92157,0.8913,0.91,"detalle_1",1,1,"moviles212"
"resumen_metricas1201","modelo_svm - linear",0.95455,0.04545,0.97849,0.90323,0.96296,0.97059,"detalle_1",1,2,"moviles212"
"resumen_metricas.11201","modelo_svm - polynomial",0.81313,0.18687,0.86022,0.88172,0.77778,0.7451,"detalle_1",1,2,"moviles212"
"resumen_metricas.2120","modelo_svm - radial",0.87879,0.12121,0.95699,0.88172,0.76852,0.92157,"detalle_1",1,2,"moviles212"
"resumen_metricas.3120","modelo_svm - sigmoid",0.92677,0.07323,0.95699,0.92473,0.88889,0.94118,"detalle_1",1,2,"moviles212"
"resumen_metricas2101","modelo_svm - linear",0.9697,0.0303,1,0.92784,0.9505,1,"detalle_1",1,3,"moviles212"
"resumen_metricas.12101","modelo_svm - polynomial",0.82576,0.17424,0.92308,0.81443,0.86139,0.71963,"detalle_1",1,3,"moviles212"
"resumen_metricas.2210","modelo_svm - radial",0.90657,0.09343,0.95604,0.86598,0.87129,0.93458,"detalle_1",1,3,"moviles212"
"resumen_metricas.3210","modelo_svm - sigmoid",0.94192,0.05808,0.95604,0.94845,0.89109,0.97196,"detalle_1",1,3,"moviles212"
"resumen_metricas371","modelo_svm - linear",0.96465,0.03535,0.98131,0.95413,0.94898,0.97561,"detalle_1",1,4,"moviles212"
"resumen_metricas.1371","modelo_svm - polynomial",0.80303,0.19697,0.80374,0.75229,0.82653,0.84146,"detalle_1",1,4,"moviles212"
"resumen_metricas.237","modelo_svm - radial",0.91162,0.08838,0.95327,0.88073,0.88776,0.92683,"detalle_1",1,4,"moviles212"
"resumen_metricas.337","modelo_svm - sigmoid",0.92172,0.07828,0.96262,0.89908,0.87755,0.95122,"detalle_1",1,4,"moviles212"
"resumen_metricas471","modelo_svm - linear",0.95707,0.04293,0.97087,0.95745,0.89691,1,"detalle_1",1,5,"moviles212"
"resumen_metricas.1471","modelo_svm - polynomial",0.81061,0.18939,0.80583,0.87234,0.83505,0.73529,"detalle_1",1,5,"moviles212"
"resumen_metricas.247","modelo_svm - radial",0.90909,0.09091,0.97087,0.92553,0.80412,0.93137,"detalle_1",1,5,"moviles212"
"resumen_metricas.347","modelo_svm - sigmoid",0.92172,0.07828,0.94175,0.91489,0.89691,0.93137,"detalle_1",1,5,"moviles212"
"resumen_metricas571","modelo_svm - linear",0.94949,0.05051,0.95652,0.95327,0.90816,0.9798,"detalle_1",2,1,"moviles212"
"resumen_metricas.1571","modelo_svm - polynomial",0.81566,0.18434,0.79348,0.81308,0.83673,0.81818,"detalle_1",2,1,"moviles212"
"resumen_metricas.257","modelo_svm - radial",0.90404,0.09596,0.90217,0.88785,0.88776,0.93939,"detalle_1",2,1,"moviles212"
"resumen_metricas.357","modelo_svm - sigmoid",0.93434,0.06566,0.96739,0.92523,0.90816,0.93939,"detalle_1",2,1,"moviles212"
"resumen_metricas671","modelo_svm - linear",0.94192,0.05808,0.92308,0.91398,0.95652,0.97196,"detalle_1",2,2,"moviles212"
"resumen_metricas.1671","modelo_svm - polynomial",0.77525,0.22475,0.81731,0.78495,0.82609,0.68224,"detalle_1",2,2,"moviles212"
"resumen_metricas.267","modelo_svm - radial",0.87879,0.12121,0.89423,0.87097,0.88043,0.86916,"detalle_1",2,2,"moviles212"
"resumen_metricas.367","modelo_svm - sigmoid",0.91919,0.08081,0.93269,0.88172,0.92391,0.93458,"detalle_1",2,2,"moviles212"
"resumen_metricas771","modelo_svm - linear",0.95202,0.04798,0.98198,0.91346,0.92632,0.98837,"detalle_1",2,3,"moviles212"
"resumen_metricas.1771","modelo_svm - polynomial",0.80303,0.19697,0.85586,0.75,0.83158,0.76744,"detalle_1",2,3,"moviles212"
"resumen_metricas.277","modelo_svm - radial",0.89394,0.10606,0.93694,0.875,0.82105,0.94186,"detalle_1",2,3,"moviles212"
"resumen_metricas.377","modelo_svm - sigmoid",0.93434,0.06566,0.96396,0.92308,0.90526,0.94186,"detalle_1",2,3,"moviles212"
"resumen_metricas871","modelo_svm - linear",0.96212,0.03788,0.97872,0.94505,0.94393,0.98077,"detalle_1",2,4,"moviles212"
"resumen_metricas.1871","modelo_svm - polynomial",0.80556,0.19444,0.87234,0.82418,0.79439,0.74038,"detalle_1",2,4,"moviles212"
"resumen_metricas.287","modelo_svm - radial",0.87626,0.12374,0.94681,0.86813,0.81308,0.88462,"detalle_1",2,4,"moviles212"
"resumen_metricas.387","modelo_svm - sigmoid",0.91414,0.08586,0.94681,0.89011,0.90654,0.91346,"detalle_1",2,4,"moviles212"
"resumen_metricas971","modelo_svm - linear",0.97475,0.02525,1,0.95,0.95192,1,"detalle_1",2,5,"moviles212"
"resumen_metricas.1971","modelo_svm - polynomial",0.85354,0.14646,0.90526,0.81,0.81731,0.8866,"detalle_1",2,5,"moviles212"
"resumen_metricas.297","modelo_svm - radial",0.91162,0.08838,1,0.89,0.81731,0.94845,"detalle_1",2,5,"moviles212"
"resumen_metricas.397","modelo_svm - sigmoid",0.92677,0.07323,0.97895,0.93,0.83654,0.96907,"detalle_1",2,5,"moviles212"
"resumen_metricas1071","modelo_svm - linear",0.95707,0.04293,0.9604,0.91176,0.96386,0.99091,"detalle_1",3,1,"moviles212"
"resumen_metricas.11071","modelo_svm - polynomial",0.82576,0.17424,0.82178,0.78431,0.89157,0.81818,"detalle_1",3,1,"moviles212"
"resumen_metricas.2107","modelo_svm - radial",0.90404,0.09596,0.92079,0.85294,0.89157,0.94545,"detalle_1",3,1,"moviles212"
"resumen_metricas.3107","modelo_svm - sigmoid",0.93939,0.06061,0.93069,0.96078,0.89157,0.96364,"detalle_1",3,1,"moviles212"
"resumen_metricas11101","modelo_svm - linear",0.97727,0.02273,0.98276,0.94898,0.97872,1,"detalle_1",3,2,"moviles212"
"resumen_metricas.111101","modelo_svm - polynomial",0.80556,0.19444,0.82759,0.73469,0.88298,0.77273,"detalle_1",3,2,"moviles212"
"resumen_metricas.21110","modelo_svm - radial",0.91919,0.08081,0.94828,0.88776,0.92553,0.90909,"detalle_1",3,2,"moviles212"
"resumen_metricas.31110","modelo_svm - sigmoid",0.9596,0.0404,0.96552,0.93878,0.95745,0.97727,"detalle_1",3,2,"moviles212"
"resumen_metricas1271","modelo_svm - linear",0.94192,0.05808,0.98913,0.86667,0.93636,0.97115,"detalle_1",3,3,"moviles212"
"resumen_metricas.11271","modelo_svm - polynomial",0.80303,0.19697,0.8587,0.82222,0.77273,0.76923,"detalle_1",3,3,"moviles212"
"resumen_metricas.2127","modelo_svm - radial",0.89899,0.10101,0.94565,0.87778,0.83636,0.94231,"detalle_1",3,3,"moviles212"
"resumen_metricas.3127","modelo_svm - sigmoid",0.88636,0.11364,0.97826,0.86667,0.81818,0.89423,"detalle_1",3,3,"moviles212"
"resumen_metricas1371","modelo_svm - linear",0.97475,0.02525,0.9802,0.9697,0.95192,1,"detalle_1",3,4,"moviles212"
"resumen_metricas.11371","modelo_svm - polynomial",0.80556,0.19444,0.81188,0.83838,0.82692,0.73913,"detalle_1",3,4,"moviles212"
"resumen_metricas.2137","modelo_svm - radial",0.89899,0.10101,0.94059,0.90909,0.84615,0.90217,"detalle_1",3,4,"moviles212"
"resumen_metricas.3137","modelo_svm - sigmoid",0.92677,0.07323,0.9505,0.94949,0.875,0.93478,"detalle_1",3,4,"moviles212"
"resumen_metricas1471","modelo_svm - linear",0.94949,0.05051,0.94186,0.95283,0.92381,0.9798,"detalle_1",3,5,"moviles212"
"resumen_metricas.11471","modelo_svm - polynomial",0.84596,0.15404,0.88372,0.82075,0.88571,0.79798,"detalle_1",3,5,"moviles212"
"resumen_metricas.2147","modelo_svm - radial",0.89899,0.10101,0.95349,0.85849,0.86667,0.92929,"detalle_1",3,5,"moviles212"
"resumen_metricas.3147","modelo_svm - sigmoid",0.91667,0.08333,0.93023,0.90566,0.88571,0.94949,"detalle_1",3,5,"moviles212"
"resumen_metricas301","modelo_svm - linear",0.9596,0.0404,1,0.93269,0.91892,1,"detalle_1",1,1,"moviles221"
"resumen_metricas.1301","modelo_svm - polynomial",0.81566,0.18434,0.84314,0.81731,0.81081,0.78481,"detalle_1",1,1,"moviles221"
"resumen_metricas.230","modelo_svm - radial",0.88889,0.11111,0.94118,0.875,0.82883,0.92405,"detalle_1",1,1,"moviles221"
"resumen_metricas.330","modelo_svm - sigmoid",0.90909,0.09091,0.95098,0.88462,0.83784,0.98734,"detalle_1",1,1,"moviles221"
"resumen_metricas1281","modelo_svm - linear",0.96717,0.03283,0.99,0.92,0.95556,1,"detalle_1",1,2,"moviles221"
