"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.3215","modelo_knn - biweight",0.6325,0.3675,0.78947,0.51923,0.43519,0.82796,"k = 39",1,3,"moviles111"
"resumen_metricas.42","modelo_knn - triweight",0.5875,0.4125,0.72632,0.48077,0.38889,0.7957,"k = 40",1,3,"moviles111"
"resumen_metricas.52","modelo_knn - cos",0.655,0.345,0.83158,0.50962,0.50926,0.80645,"k = 40",1,3,"moviles111"
"resumen_metricas.62","modelo_knn - inv",0.705,0.295,0.86316,0.53846,0.59259,0.86022,"k = 40",1,3,"moviles111"
"resumen_metricas.72","modelo_knn - gaussian",0.685,0.315,0.88421,0.5,0.55556,0.83871,"k = 40",1,3,"moviles111"
"resumen_metricas.82","modelo_knn - optimal",0.6475,0.3525,0.84211,0.48077,0.49074,0.8172,"k = 40",1,3,"moviles111"
"resumen_metricas318","modelo_knn - rectangular",0.685,0.315,0.76531,0.57143,0.64912,0.75258,"k = 39",1,4,"moviles111"
"resumen_metricas.1313","modelo_knn - triangular",0.6675,0.3325,0.78571,0.52747,0.61404,0.74227,"k = 38",1,4,"moviles111"
"resumen_metricas.2313","modelo_knn - epanechnikov",0.675,0.325,0.79592,0.52747,0.62281,0.75258,"k = 40",1,4,"moviles111"
"resumen_metricas.3313","modelo_knn - biweight",0.63,0.37,0.76531,0.52747,0.54386,0.69072,"k = 38",1,4,"moviles111"
"resumen_metricas.43","modelo_knn - triweight",0.615,0.385,0.7551,0.52747,0.50877,0.68041,"k = 40",1,4,"moviles111"
"resumen_metricas.53","modelo_knn - cos",0.67,0.33,0.78571,0.52747,0.62281,0.74227,"k = 40",1,4,"moviles111"
"resumen_metricas.63","modelo_knn - inv",0.6825,0.3175,0.77551,0.59341,0.61404,0.75258,"k = 39",1,4,"moviles111"
"resumen_metricas.73","modelo_knn - gaussian",0.6825,0.3175,0.78571,0.57143,0.62281,0.75258,"k = 39",1,4,"moviles111"
"resumen_metricas.83","modelo_knn - optimal",0.6625,0.3375,0.78571,0.51648,0.62281,0.72165,"k = 40",1,4,"moviles111"
"resumen_metricas418","modelo_knn - rectangular",0.6825,0.3175,0.87778,0.46364,0.73196,0.69903,"k = 40",1,5,"moviles111"
"resumen_metricas.1413","modelo_knn - triangular",0.69,0.31,0.86667,0.53636,0.62887,0.75728,"k = 40",1,5,"moviles111"
"resumen_metricas.2412","modelo_knn - epanechnikov",0.695,0.305,0.85556,0.53636,0.63918,0.7767,"k = 40",1,5,"moviles111"
"resumen_metricas.3412","modelo_knn - biweight",0.65,0.35,0.82222,0.49091,0.61856,0.69903,"k = 40",1,5,"moviles111"
"resumen_metricas.44","modelo_knn - triweight",0.5925,0.4075,0.72222,0.45455,0.56701,0.65049,"k = 40",1,5,"moviles111"
"resumen_metricas.54","modelo_knn - cos",0.6975,0.3025,0.86667,0.54545,0.63918,0.76699,"k = 40",1,5,"moviles111"
"resumen_metricas.64","modelo_knn - inv",0.6925,0.3075,0.87778,0.5,0.70103,0.72816,"k = 40",1,5,"moviles111"
"resumen_metricas.74","modelo_knn - gaussian",0.695,0.305,0.88889,0.52727,0.65979,0.73786,"k = 40",1,5,"moviles111"
"resumen_metricas.84","modelo_knn - optimal",0.6875,0.3125,0.84444,0.51818,0.64948,0.76699,"k = 39",1,5,"moviles111"
"resumen_metricas518","modelo_knn - rectangular",0.68,0.32,0.85263,0.59551,0.53097,0.75728,"k = 40",2,1,"moviles111"
"resumen_metricas.1513","modelo_knn - triangular",0.645,0.355,0.8,0.59551,0.46018,0.74757,"k = 37",2,1,"moviles111"
"resumen_metricas.2512","modelo_knn - epanechnikov",0.655,0.345,0.78947,0.60674,0.49558,0.74757,"k = 39",2,1,"moviles111"
"resumen_metricas.3512","modelo_knn - biweight",0.625,0.375,0.8,0.52809,0.44248,0.74757,"k = 40",2,1,"moviles111"
"resumen_metricas.45","modelo_knn - triweight",0.595,0.405,0.77895,0.49438,0.41593,0.70874,"k = 40",2,1,"moviles111"
"resumen_metricas.55","modelo_knn - cos",0.6525,0.3475,0.8,0.60674,0.48673,0.73786,"k = 40",2,1,"moviles111"
"resumen_metricas.65","modelo_knn - inv",0.685,0.315,0.84211,0.62921,0.51327,0.7767,"k = 38",2,1,"moviles111"
"resumen_metricas.75","modelo_knn - gaussian",0.6825,0.3175,0.89474,0.59551,0.49558,0.76699,"k = 37",2,1,"moviles111"
"resumen_metricas.85","modelo_knn - optimal",0.645,0.355,0.78947,0.59551,0.48673,0.72816,"k = 39",2,1,"moviles111"
"resumen_metricas618","modelo_knn - rectangular",0.6625,0.3375,0.78947,0.52294,0.66019,0.69892,"k = 38",2,2,"moviles111"
"resumen_metricas.1613","modelo_knn - triangular",0.685,0.315,0.81053,0.55963,0.6699,0.72043,"k = 39",2,2,"moviles111"
"resumen_metricas.2612","modelo_knn - epanechnikov",0.685,0.315,0.81053,0.56881,0.66019,0.72043,"k = 40",2,2,"moviles111"
"resumen_metricas.3612","modelo_knn - biweight",0.6675,0.3325,0.78947,0.51376,0.68932,0.69892,"k = 40",2,2,"moviles111"
"resumen_metricas.46","modelo_knn - triweight",0.6475,0.3525,0.78947,0.52294,0.64078,0.65591,"k = 40",2,2,"moviles111"
"resumen_metricas.56","modelo_knn - cos",0.685,0.315,0.81053,0.55963,0.6699,0.72043,"k = 40",2,2,"moviles111"
"resumen_metricas.66","modelo_knn - inv",0.6675,0.3325,0.8,0.53211,0.66019,0.69892,"k = 38",2,2,"moviles111"
"resumen_metricas.76","modelo_knn - gaussian",0.68,0.32,0.8,0.56881,0.6699,0.69892,"k = 40",2,2,"moviles111"
"resumen_metricas.86","modelo_knn - optimal",0.66,0.34,0.77895,0.52294,0.65049,0.70968,"k = 37",2,2,"moviles111"
"resumen_metricas718","modelo_knn - rectangular",0.675,0.325,0.82653,0.47,0.65934,0.73874,"k = 24",2,3,"moviles111"
"resumen_metricas.1713","modelo_knn - triangular",0.6875,0.3125,0.83673,0.52,0.69231,0.7027,"k = 40",2,3,"moviles111"
"resumen_metricas.2712","modelo_knn - epanechnikov",0.695,0.305,0.84694,0.53,0.7033,0.7027,"k = 39",2,3,"moviles111"
"resumen_metricas.3712","modelo_knn - biweight",0.6525,0.3475,0.79592,0.52,0.54945,0.72973,"k = 40",2,3,"moviles111"
"resumen_metricas.47","modelo_knn - triweight",0.625,0.375,0.77551,0.54,0.50549,0.66667,"k = 40",2,3,"moviles111"
"resumen_metricas.57","modelo_knn - cos",0.6825,0.3175,0.84694,0.51,0.67033,0.7027,"k = 36",2,3,"moviles111"
"resumen_metricas.67","modelo_knn - inv",0.6625,0.3375,0.81633,0.47,0.67033,0.69369,"k = 36",2,3,"moviles111"
"resumen_metricas.77","modelo_knn - gaussian",0.6825,0.3175,0.83673,0.48,0.68132,0.72973,"k = 36",2,3,"moviles111"
"resumen_metricas.87","modelo_knn - optimal",0.695,0.305,0.84694,0.51,0.68132,0.73874,"k = 40",2,3,"moviles111"
"resumen_metricas818","modelo_knn - rectangular",0.68,0.32,0.81651,0.53261,0.63043,0.71028,"k = 39",2,4,"moviles111"
"resumen_metricas.1813","modelo_knn - triangular",0.7,0.3,0.77064,0.55435,0.69565,0.75701,"k = 40",2,4,"moviles111"
"resumen_metricas.2812","modelo_knn - epanechnikov",0.695,0.305,0.77064,0.57609,0.66304,0.74766,"k = 40",2,4,"moviles111"
"resumen_metricas.3812","modelo_knn - biweight",0.6375,0.3625,0.72477,0.45652,0.6087,0.72897,"k = 40",2,4,"moviles111"
"resumen_metricas.48","modelo_knn - triweight",0.6,0.4,0.66055,0.45652,0.57609,0.68224,"k = 40",2,4,"moviles111"
"resumen_metricas.58","modelo_knn - cos",0.695,0.305,0.76147,0.55435,0.68478,0.75701,"k = 39",2,4,"moviles111"
"resumen_metricas.68","modelo_knn - inv",0.68,0.32,0.77064,0.55435,0.66304,0.71028,"k = 40",2,4,"moviles111"
"resumen_metricas.78","modelo_knn - gaussian",0.6975,0.3025,0.79817,0.57609,0.68478,0.71028,"k = 29",2,4,"moviles111"
"resumen_metricas.88","modelo_knn - optimal",0.6825,0.3175,0.77064,0.52174,0.65217,0.75701,"k = 40",2,4,"moviles111"
"resumen_metricas918","modelo_knn - rectangular",0.6725,0.3275,0.78641,0.52727,0.59406,0.81395,"k = 36",2,5,"moviles111"
"resumen_metricas.1913","modelo_knn - triangular",0.68,0.32,0.79612,0.48182,0.63366,0.84884,"k = 39",2,5,"moviles111"
"resumen_metricas.2912","modelo_knn - epanechnikov",0.6725,0.3275,0.78641,0.48182,0.62376,0.83721,"k = 36",2,5,"moviles111"
"resumen_metricas.3912","modelo_knn - biweight",0.6475,0.3525,0.76699,0.42727,0.61386,0.82558,"k = 39",2,5,"moviles111"
"resumen_metricas.49","modelo_knn - triweight",0.63,0.37,0.79612,0.37273,0.57426,0.82558,"k = 40",2,5,"moviles111"
"resumen_metricas.59","modelo_knn - cos",0.6775,0.3225,0.78641,0.48182,0.63366,0.84884,"k = 39",2,5,"moviles111"
"resumen_metricas.69","modelo_knn - inv",0.665,0.335,0.75728,0.52727,0.60396,0.80233,"k = 37",2,5,"moviles111"
"resumen_metricas.79","modelo_knn - gaussian",0.69,0.31,0.82524,0.52727,0.61386,0.82558,"k = 38",2,5,"moviles111"
"resumen_metricas.89","modelo_knn - optimal",0.6775,0.3225,0.78641,0.49091,0.63366,0.83721,"k = 38",2,5,"moviles111"
"resumen_metricas1018","modelo_knn - rectangular",0.7,0.3,0.86598,0.52381,0.67368,0.74757,"k = 39",3,1,"moviles111"
"resumen_metricas.11013","modelo_knn - triangular",0.685,0.315,0.83505,0.45714,0.66316,0.79612,"k = 38",3,1,"moviles111"
"resumen_metricas.21012","modelo_knn - epanechnikov",0.685,0.315,0.84536,0.45714,0.66316,0.78641,"k = 37",3,1,"moviles111"
"resumen_metricas.31012","modelo_knn - biweight",0.63,0.37,0.76289,0.40952,0.6,0.75728,"k = 39",3,1,"moviles111"
"resumen_metricas.410","modelo_knn - triweight",0.6075,0.3925,0.74227,0.42857,0.55789,0.70874,"k = 39",3,1,"moviles111"
"resumen_metricas.510","modelo_knn - cos",0.69,0.31,0.85567,0.46667,0.66316,0.78641,"k = 40",3,1,"moviles111"
"resumen_metricas.610","modelo_knn - inv",0.69,0.31,0.85567,0.48571,0.65263,0.7767,"k = 28",3,1,"moviles111"
"resumen_metricas.710","modelo_knn - gaussian",0.7,0.3,0.90722,0.49524,0.66316,0.74757,"k = 40",3,1,"moviles111"
"resumen_metricas.810","modelo_knn - optimal",0.6875,0.3125,0.86598,0.44762,0.66316,0.78641,"k = 40",3,1,"moviles111"
"resumen_metricas1119","modelo_knn - rectangular",0.695,0.305,0.82558,0.51818,0.69388,0.77358,"k = 40",3,2,"moviles111"
"resumen_metricas.11115","modelo_knn - triangular",0.69,0.31,0.84884,0.5,0.69388,0.75472,"k = 40",3,2,"moviles111"
"resumen_metricas.21115","modelo_knn - epanechnikov",0.69,0.31,0.84884,0.5,0.69388,0.75472,"k = 40",3,2,"moviles111"
"resumen_metricas.31115","modelo_knn - biweight",0.65,0.35,0.7907,0.5,0.62245,0.71698,"k = 40",3,2,"moviles111"
"resumen_metricas.411","modelo_knn - triweight",0.605,0.395,0.77907,0.45455,0.54082,0.67925,"k = 39",3,2,"moviles111"
"resumen_metricas.511","modelo_knn - cos",0.69,0.31,0.84884,0.5,0.69388,0.75472,"k = 40",3,2,"moviles111"
"resumen_metricas.611","modelo_knn - inv",0.7025,0.2975,0.82558,0.53636,0.70408,0.77358,"k = 40",3,2,"moviles111"
"resumen_metricas.711","modelo_knn - gaussian",0.72,0.28,0.84884,0.53636,0.73469,0.79245,"k = 40",3,2,"moviles111"
"resumen_metricas.811","modelo_knn - optimal",0.6825,0.3175,0.82558,0.50909,0.67347,0.75472,"k = 40",3,2,"moviles111"
"resumen_metricas1218","modelo_knn - rectangular",0.7025,0.2975,0.73043,0.62069,0.66981,0.78261,"k = 39",3,3,"moviles111"
"resumen_metricas.11213","modelo_knn - triangular",0.665,0.335,0.72174,0.58621,0.59434,0.75,"k = 39",3,3,"moviles111"
"resumen_metricas.21213","modelo_knn - epanechnikov",0.665,0.335,0.71304,0.5977,0.59434,0.75,"k = 40",3,3,"moviles111"
"resumen_metricas.31213","modelo_knn - biweight",0.635,0.365,0.68696,0.56322,0.54717,0.73913,"k = 40",3,3,"moviles111"
"resumen_metricas.412","modelo_knn - triweight",0.61,0.39,0.68696,0.52874,0.4717,0.75,"k = 40",3,3,"moviles111"
"resumen_metricas.512","modelo_knn - cos",0.6675,0.3325,0.72174,0.58621,0.60377,0.75,"k = 39",3,3,"moviles111"
"resumen_metricas.612","modelo_knn - inv",0.6925,0.3075,0.73913,0.5977,0.63208,0.79348,"k = 39",3,3,"moviles111"
"resumen_metricas.712","modelo_knn - gaussian",0.705,0.295,0.74783,0.63218,0.63208,0.80435,"k = 40",3,3,"moviles111"
"resumen_metricas.812","modelo_knn - optimal",0.6625,0.3375,0.73043,0.57471,0.58491,0.75,"k = 38",3,3,"moviles111"
"resumen_metricas1318","modelo_knn - rectangular",0.6825,0.3175,0.83178,0.54639,0.54455,0.8,"k = 39",3,4,"moviles111"
"resumen_metricas.11313","modelo_knn - triangular",0.6875,0.3125,0.84112,0.53608,0.56436,0.8,"k = 40",3,4,"moviles111"
"resumen_metricas.21312","modelo_knn - epanechnikov",0.685,0.315,0.83178,0.52577,0.57426,0.8,"k = 34",3,4,"moviles111"
"resumen_metricas.31312","modelo_knn - biweight",0.6875,0.3125,0.83178,0.54639,0.55446,0.81053,"k = 40",3,4,"moviles111"
"resumen_metricas.413","modelo_knn - triweight",0.67,0.33,0.81308,0.54639,0.51485,0.8,"k = 40",3,4,"moviles111"
"resumen_metricas.513","modelo_knn - cos",0.685,0.315,0.85047,0.52577,0.55446,0.8,"k = 40",3,4,"moviles111"
"resumen_metricas.613","modelo_knn - inv",0.69,0.31,0.82243,0.5567,0.56436,0.81053,"k = 39",3,4,"moviles111"
"resumen_metricas.713","modelo_knn - gaussian",0.7075,0.2925,0.86916,0.57732,0.55446,0.82105,"k = 40",3,4,"moviles111"
"resumen_metricas.813","modelo_knn - optimal",0.69,0.31,0.85981,0.53608,0.55446,0.8,"k = 35",3,4,"moviles111"
"resumen_metricas1418","modelo_knn - rectangular",0.66,0.34,0.75789,0.58416,0.66,0.64423,"k = 40",3,5,"moviles111"
"resumen_metricas.11413","modelo_knn - triangular",0.6525,0.3475,0.75789,0.56436,0.62,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.21412","modelo_knn - epanechnikov",0.65,0.35,0.73684,0.56436,0.63,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.31412","modelo_knn - biweight",0.6325,0.3675,0.74737,0.50495,0.61,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.414","modelo_knn - triweight",0.6175,0.3825,0.73684,0.51485,0.54,0.68269,"k = 40",3,5,"moviles111"
"resumen_metricas.514","modelo_knn - cos",0.65,0.35,0.74737,0.56436,0.62,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.614","modelo_knn - inv",0.665,0.335,0.76842,0.60396,0.66,0.63462,"k = 40",3,5,"moviles111"
"resumen_metricas.714","modelo_knn - gaussian",0.67,0.33,0.75789,0.60396,0.67,0.65385,"k = 40",3,5,"moviles111"
"resumen_metricas.814","modelo_knn - optimal",0.6475,0.3525,0.74737,0.54455,0.62,0.68269,"k = 40",3,5,"moviles111"
"resumen_metricas159","modelo_knn - rectangular",0.6625,0.3375,0.79412,0.46154,0.6701,0.73196,"k = 39",1,1,"moviles112"
"resumen_metricas.1154","modelo_knn - triangular",0.63,0.37,0.69608,0.48077,0.62887,0.72165,"k = 40",1,1,"moviles112"
"resumen_metricas.2153","modelo_knn - epanechnikov",0.64,0.36,0.71569,0.48077,0.61856,0.75258,"k = 40",1,1,"moviles112"
"resumen_metricas.3152","modelo_knn - biweight",0.59,0.41,0.70588,0.45192,0.54639,0.65979,"k = 40",1,1,"moviles112"
"resumen_metricas.415","modelo_knn - triweight",0.5375,0.4625,0.68627,0.42308,0.45361,0.58763,"k = 37",1,1,"moviles112"
"resumen_metricas.515","modelo_knn - cos",0.635,0.365,0.70588,0.48077,0.62887,0.73196,"k = 40",1,1,"moviles112"
"resumen_metricas.615","modelo_knn - inv",0.6675,0.3325,0.80392,0.46154,0.6701,0.74227,"k = 39",1,1,"moviles112"
"resumen_metricas.715","modelo_knn - gaussian",0.6575,0.3425,0.78431,0.47115,0.62887,0.75258,"k = 39",1,1,"moviles112"
"resumen_metricas.815","modelo_knn - optimal",0.6225,0.3775,0.71569,0.45192,0.59794,0.73196,"k = 40",1,1,"moviles112"
"resumen_metricas168","modelo_knn - rectangular",0.6225,0.3775,0.76471,0.51961,0.56701,0.63636,"k = 33",1,2,"moviles112"
"resumen_metricas.1163","modelo_knn - triangular",0.6025,0.3975,0.77451,0.4902,0.52577,0.61616,"k = 40",1,2,"moviles112"
"resumen_metricas.2162","modelo_knn - epanechnikov",0.605,0.395,0.77451,0.5,0.51546,0.62626,"k = 40",1,2,"moviles112"
"resumen_metricas.3161","modelo_knn - biweight",0.595,0.405,0.76471,0.46078,0.53608,0.61616,"k = 35",1,2,"moviles112"
"resumen_metricas.416","modelo_knn - triweight",0.55,0.45,0.66667,0.46078,0.52577,0.54545,"k = 40",1,2,"moviles112"
"resumen_metricas.516","modelo_knn - cos",0.6025,0.3975,0.77451,0.4902,0.52577,0.61616,"k = 40",1,2,"moviles112"
"resumen_metricas.616","modelo_knn - inv",0.61,0.39,0.7549,0.5,0.54639,0.63636,"k = 33",1,2,"moviles112"
"resumen_metricas.716","modelo_knn - gaussian",0.61,0.39,0.78431,0.5098,0.53608,0.60606,"k = 37",1,2,"moviles112"
"resumen_metricas.816","modelo_knn - optimal",0.61,0.39,0.80392,0.5,0.51546,0.61616,"k = 40",1,2,"moviles112"
"resumen_metricas2110","modelo_knn - rectangular",0.6575,0.3425,0.79412,0.5,0.63208,0.70652,"k = 34",1,3,"moviles112"
"resumen_metricas.1216","modelo_knn - triangular",0.6375,0.3625,0.7549,0.39,0.66038,0.75,"k = 40",1,3,"moviles112"
"resumen_metricas.2216","modelo_knn - epanechnikov",0.6375,0.3625,0.7549,0.39,0.66038,0.75,"k = 40",1,3,"moviles112"
"resumen_metricas.3216","modelo_knn - biweight",0.58,0.42,0.69608,0.4,0.51887,0.71739,"k = 40",1,3,"moviles112"
"resumen_metricas.421","modelo_knn - triweight",0.52,0.48,0.62745,0.4,0.46226,0.59783,"k = 40",1,3,"moviles112"
"resumen_metricas.521","modelo_knn - cos",0.635,0.365,0.7549,0.38,0.66981,0.73913,"k = 40",1,3,"moviles112"
"resumen_metricas.621","modelo_knn - inv",0.68,0.32,0.81373,0.51,0.66981,0.72826,"k = 34",1,3,"moviles112"
"resumen_metricas.721","modelo_knn - gaussian",0.655,0.345,0.78431,0.4,0.66981,0.77174,"k = 33",1,3,"moviles112"
"resumen_metricas.821","modelo_knn - optimal",0.62,0.38,0.7549,0.37,0.61321,0.75,"k = 38",1,3,"moviles112"
"resumen_metricas319","modelo_knn - rectangular",0.6175,0.3825,0.72917,0.57303,0.55882,0.61062,"k = 40",1,4,"moviles112"
"resumen_metricas.1314","modelo_knn - triangular",0.6275,0.3725,0.63542,0.7191,0.4902,0.67257,"k = 40",1,4,"moviles112"
"resumen_metricas.2314","modelo_knn - epanechnikov",0.6225,0.3775,0.625,0.70787,0.4902,0.67257,"k = 40",1,4,"moviles112"
"resumen_metricas.3314","modelo_knn - biweight",0.5725,0.4275,0.58333,0.61798,0.42157,0.66372,"k = 40",1,4,"moviles112"
"resumen_metricas.431","modelo_knn - triweight",0.5275,0.4725,0.5625,0.52809,0.37255,0.63717,"k = 39",1,4,"moviles112"
"resumen_metricas.531","modelo_knn - cos",0.6275,0.3725,0.625,0.7191,0.4902,0.68142,"k = 38",1,4,"moviles112"
"resumen_metricas.631","modelo_knn - inv",0.6325,0.3675,0.71875,0.62921,0.54902,0.63717,"k = 40",1,4,"moviles112"
"resumen_metricas.731","modelo_knn - gaussian",0.6425,0.3575,0.72917,0.65169,0.55882,0.63717,"k = 40",1,4,"moviles112"
"resumen_metricas.831","modelo_knn - optimal",0.61,0.39,0.625,0.67416,0.5,0.64602,"k = 39",1,4,"moviles112"
"resumen_metricas419","modelo_knn - rectangular",0.6325,0.3675,0.7449,0.45714,0.57143,0.76768,"k = 38",1,5,"moviles112"
"resumen_metricas.1414","modelo_knn - triangular",0.575,0.425,0.7449,0.33333,0.47959,0.75758,"k = 39",1,5,"moviles112"
"resumen_metricas.2413","modelo_knn - epanechnikov",0.5825,0.4175,0.7449,0.35238,0.4898,0.75758,"k = 39",1,5,"moviles112"
"resumen_metricas.3413","modelo_knn - biweight",0.5675,0.4325,0.77551,0.37143,0.46939,0.66667,"k = 40",1,5,"moviles112"
"resumen_metricas.441","modelo_knn - triweight",0.5225,0.4775,0.67347,0.3619,0.44898,0.61616,"k = 39",1,5,"moviles112"
"resumen_metricas.541","modelo_knn - cos",0.58,0.42,0.7449,0.34286,0.4898,0.75758,"k = 39",1,5,"moviles112"
"resumen_metricas.641","modelo_knn - inv",0.6375,0.3625,0.7551,0.44762,0.58163,0.77778,"k = 38",1,5,"moviles112"
"resumen_metricas.741","modelo_knn - gaussian",0.5975,0.4025,0.71429,0.37143,0.56122,0.75758,"k = 40",1,5,"moviles112"
"resumen_metricas.841","modelo_knn - optimal",0.5725,0.4275,0.73469,0.3619,0.44898,0.75758,"k = 40",1,5,"moviles112"
"resumen_metricas519","modelo_knn - rectangular",0.635,0.365,0.77358,0.45161,0.55789,0.72642,"k = 40",2,1,"moviles112"
"resumen_metricas.1514","modelo_knn - triangular",0.575,0.425,0.71698,0.39785,0.43158,0.71698,"k = 40",2,1,"moviles112"
"resumen_metricas.2513","modelo_knn - epanechnikov",0.575,0.425,0.70755,0.3871,0.46316,0.70755,"k = 40",2,1,"moviles112"
"resumen_metricas.3513","modelo_knn - biweight",0.545,0.455,0.68868,0.36559,0.41053,0.67925,"k = 40",2,1,"moviles112"
"resumen_metricas.451","modelo_knn - triweight",0.515,0.485,0.66981,0.34409,0.38947,0.62264,"k = 40",2,1,"moviles112"
"resumen_metricas.551","modelo_knn - cos",0.575,0.425,0.71698,0.39785,0.43158,0.71698,"k = 40",2,1,"moviles112"
"resumen_metricas.651","modelo_knn - inv",0.6275,0.3725,0.76415,0.44086,0.54737,0.72642,"k = 38",2,1,"moviles112"
"resumen_metricas.751","modelo_knn - gaussian",0.6125,0.3875,0.72642,0.43011,0.51579,0.74528,"k = 38",2,1,"moviles112"
"resumen_metricas.851","modelo_knn - optimal",0.59,0.41,0.71698,0.41935,0.46316,0.72642,"k = 40",2,1,"moviles112"
"resumen_metricas619","modelo_knn - rectangular",0.6275,0.3725,0.7551,0.48598,0.59048,0.7,"k = 38",2,2,"moviles112"
"resumen_metricas.1614","modelo_knn - triangular",0.615,0.385,0.69388,0.52336,0.6,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas.2613","modelo_knn - epanechnikov",0.615,0.385,0.70408,0.51402,0.6,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas.3613","modelo_knn - biweight",0.545,0.455,0.60204,0.46729,0.53333,0.58889,"k = 39",2,2,"moviles112"
"resumen_metricas.461","modelo_knn - triweight",0.5125,0.4875,0.55102,0.43925,0.50476,0.56667,"k = 40",2,2,"moviles112"
"resumen_metricas.561","modelo_knn - cos",0.615,0.385,0.70408,0.51402,0.6,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas.661","modelo_knn - inv",0.6425,0.3575,0.7449,0.51402,0.62857,0.7,"k = 38",2,2,"moviles112"
"resumen_metricas.761","modelo_knn - gaussian",0.6325,0.3675,0.71429,0.51402,0.60952,0.71111,"k = 40",2,2,"moviles112"
"resumen_metricas.861","modelo_knn - optimal",0.6125,0.3875,0.69388,0.52336,0.59048,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas719","modelo_knn - rectangular",0.6075,0.3925,0.76289,0.51579,0.54455,0.60748,"k = 26",2,3,"moviles112"
"resumen_metricas.1714","modelo_knn - triangular",0.5875,0.4125,0.70103,0.47368,0.49505,0.6729,"k = 40",2,3,"moviles112"
"resumen_metricas.2713","modelo_knn - epanechnikov",0.5925,0.4075,0.71134,0.46316,0.50495,0.68224,"k = 40",2,3,"moviles112"
"resumen_metricas.3713","modelo_knn - biweight",0.55,0.45,0.6701,0.42105,0.47525,0.62617,"k = 40",2,3,"moviles112"
"resumen_metricas.471","modelo_knn - triweight",0.5275,0.4725,0.65979,0.38947,0.44554,0.60748,"k = 40",2,3,"moviles112"
"resumen_metricas.571","modelo_knn - cos",0.585,0.415,0.70103,0.47368,0.49505,0.66355,"k = 40",2,3,"moviles112"
"resumen_metricas.671","modelo_knn - inv",0.6225,0.3775,0.78351,0.49474,0.58416,0.62617,"k = 35",2,3,"moviles112"
"resumen_metricas.771","modelo_knn - gaussian",0.615,0.385,0.76289,0.45263,0.59406,0.64486,"k = 40",2,3,"moviles112"
"resumen_metricas.871","modelo_knn - optimal",0.59,0.41,0.73196,0.44211,0.49505,0.68224,"k = 40",2,3,"moviles112"
"resumen_metricas819","modelo_knn - rectangular",0.645,0.355,0.72222,0.46535,0.68085,0.71134,"k = 32",2,4,"moviles112"
"resumen_metricas.1814","modelo_knn - triangular",0.64,0.36,0.75,0.44554,0.62766,0.73196,"k = 39",2,4,"moviles112"
"resumen_metricas.2813","modelo_knn - epanechnikov",0.645,0.355,0.75926,0.44554,0.62766,0.74227,"k = 40",2,4,"moviles112"
"resumen_metricas.3813","modelo_knn - biweight",0.585,0.415,0.67593,0.42574,0.53191,0.70103,"k = 40",2,4,"moviles112"
"resumen_metricas.481","modelo_knn - triweight",0.56,0.44,0.63889,0.44554,0.46809,0.68041,"k = 40",2,4,"moviles112"
"resumen_metricas.581","modelo_knn - cos",0.64,0.36,0.75,0.44554,0.62766,0.73196,"k = 39",2,4,"moviles112"
"resumen_metricas.681","modelo_knn - inv",0.6525,0.3475,0.74074,0.45545,0.69149,0.72165,"k = 34",2,4,"moviles112"
"resumen_metricas.781","modelo_knn - gaussian",0.675,0.325,0.78704,0.45545,0.69149,0.76289,"k = 40",2,4,"moviles112"
"resumen_metricas.881","modelo_knn - optimal",0.635,0.365,0.77778,0.41584,0.60638,0.73196,"k = 40",2,4,"moviles112"
"resumen_metricas919","modelo_knn - rectangular",0.595,0.405,0.78022,0.46154,0.49524,0.67,"k = 40",2,5,"moviles112"
"resumen_metricas.1914","modelo_knn - triangular",0.595,0.405,0.71429,0.48077,0.47619,0.73,"k = 39",2,5,"moviles112"
"resumen_metricas.2913","modelo_knn - epanechnikov",0.5975,0.4025,0.71429,0.49038,0.48571,0.72,"k = 40",2,5,"moviles112"
"resumen_metricas.3913","modelo_knn - biweight",0.5775,0.4225,0.64835,0.50962,0.44762,0.72,"k = 40",2,5,"moviles112"
"resumen_metricas.491","modelo_knn - triweight",0.565,0.435,0.63736,0.53846,0.42857,0.67,"k = 40",2,5,"moviles112"
"resumen_metricas.591","modelo_knn - cos",0.5975,0.4025,0.71429,0.48077,0.48571,0.73,"k = 39",2,5,"moviles112"
"resumen_metricas.691","modelo_knn - inv",0.59,0.41,0.78022,0.47115,0.46667,0.67,"k = 40",2,5,"moviles112"
"resumen_metricas.791","modelo_knn - gaussian",0.5875,0.4125,0.74725,0.48077,0.45714,0.69,"k = 40",2,5,"moviles112"
"resumen_metricas.891","modelo_knn - optimal",0.5825,0.4175,0.69231,0.49038,0.41905,0.75,"k = 40",2,5,"moviles112"
